"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2013","Shanghai Masters 1000","Q","Novak Djokovic","Gael Monfils","W","6-7(4), 6-2, 6-4","2","1"
"2011","Cincinnati Masters 1000","Q","Novak Djokovic","Gael Monfils","W","3-6, 6-4, 6-3","2","1"
"2011","Montreal Masters 1000","Q","Novak Djokovic","Gael Monfils","W","6-2, 6-1","2","0"
"2010","US Open","Q","Novak Djokovic","Gael Monfils","W","7-6(2), 6-1, 6-2","3","0"
"2009","Paris Masters 1000","F","Novak Djokovic","Gael Monfils","W","6-2, 5-7, 7-6(3)","2","1"
"2006","Roland Garros","R16","Novak Djokovic","Gael Monfils","W","7-6(5), 7-6(5), 6-3","3","0"
"2005","US Open","R128","Novak Djokovic","Gael Monfils","W","7-5, 4-6, 7-6(5), 0-6, 7-5","3","2"
"2016","Miami Masters 1000","R16","Novak Djokovic","Dominic Thiem","W","6-3, 6-4","2","0"
"2014","Shanghai Masters 1000","R32","Novak Djokovic","Dominic Thiem","W","6-3, 6-4","2","0"
"2015","Beijing Masters 500","Q","Novak Djokovic","John Isner","W","6-2, 6-2","2","0"
"2015","Miami Masters 1000","S","Novak Djokovic","John Isner","W","7-6(3), 6-2","2","0"
"2015","Indian Wells Masters 1000","R16","Novak Djokovic","John Isner","W","6-4, 7-6(5)","2","0"
"2014","Indian Wells Masters 1000","S","Novak Djokovic","John Isner","W","7-5, 6-7(2), 6-1","2","1"
"2013","Paris Masters 1000","R16","Novak Djokovic","John Isner","W","6-7(5), 6-1, 6-2","2","1"
"2013","Cincinnati Masters 1000","Q","Novak Djokovic","John Isner","L","6-7, 6-3, 5-7","1","2"
"2012","Indian Wells Masters 1000","S","Novak Djokovic","John Isner","L","6-7, 6-3, 6-7","1","2"
"2010","Beijing Masters 500","S","Novak Djokovic","John Isner","W","7-6(1), 6-2","2","0"
"2016","Madrid Masters 1000","R16","Novak Djokovic","Roberto Bautista Agut","W","6-2, 6-1","2","0"
"2015","US Open","R16","Novak Djokovic","Roberto Bautista Agut","W","6-3, 4-6, 6-4, 6-3","3","1"
"2014","Dubai Masters 500","R16","Novak Djokovic","Roberto Bautista Agut","W","6-1, 6-3","2","0"
"2013","Dubai Masters 500","R16","Novak Djokovic","Roberto Bautista Agut","W","6-1, 7-6(4)","2","0"
"2016","Australian Open","R16","Novak Djokovic","Gilles Simon","W","6-3, 6-7, 6-4, 4-6, 6-3","3","2"
"2015","Paris Masters 1000","R16","Novak Djokovic","Gilles Simon","W","6-3, 7-5","2","0"
"2014","Cincinnati Masters 1000","R32","Novak Djokovic","Gilles Simon","W","6-3, 4-6, 6-4","2","1"
"2014","Wimbledon","R32","Novak Djokovic","Gilles Simon","W","6-4, 6-2, 6-4","3","0"
"2010","Beijing Masters 500","Q","Novak Djokovic","Gilles Simon","W","6-3, 6-2","2","0"
"2009","Shanghai Masters 1000","Q","Novak Djokovic","Gilles Simon","W","6-3, 2-6, 6-2","2","1"
"2009","Cincinnati Masters 1000","Q","Novak Djokovic","Gilles Simon","W","6-4, 7-5","2","0"
"2009","Dubai Masters 500","S","Novak Djokovic","Gilles Simon","W","3-6, 7-5, 7-5","2","1"
"2008","ATP WT Finals","S","Novak Djokovic","Gilles Simon","W","4-6, 6-3, 7-5","2","1"
"2008","Marseille Masters 250","R16","Novak Djokovic","Gilles Simon","L","2-6, 7-6, 3-6","1","2"
"2015","Wimbledon","R16","Novak Djokovic","Kevin Anderson","W","6-7, 6-7, 6-1, 6-4, 7-5","3","2"
"2012","Indian Wells Masters 1000","R32","Novak Djokovic","Kevin Anderson","W","6-2, 6-3","2","0"
"2011","Wimbledon","R64","Novak Djokovic","Kevin Anderson","W","6-3, 6-4, 6-2","3","0"
"2011","Madrid Masters 1000","R32","Novak Djokovic","Kevin Anderson","W","6-3, 6-4","2","0"
"2011","Miami Masters 1000","Q","Novak Djokovic","Kevin Anderson","W","6-4, 6-2","2","0"
"2008","Miami Masters 1000","R64","Novak Djokovic","Kevin Anderson","L","6-7, 6-3, 4-6","1","2"
"2015","Cincinnati Masters 1000","R32","Novak Djokovic","Benoit Paire","W","7-5, 6-2","2","0"
"2015","Shanghai Masters 1000","Q","Novak Djokovic","Bernard Tomic","W","7-6, 6-1","2","0"
"2015","Wimbledon","R32","Novak Djokovic","Bernard Tomic","W","6-3, 6-3, 6-3","3","0"
"2015","Indian Wells Masters 1000","Q","Novak Djokovic","Bernard Tomic","W","WO","0","0"
"2012","Toronto Masters 1000","R32","Novak Djokovic","Bernard Tomic","W","6-2, 6-3","2","0"
"2012","Rome Masters 1000","R32","Novak Djokovic","Bernard Tomic","W","6-3, 6-3","2","0"
"2011","Wimbledon","Q","Novak Djokovic","Bernard Tomic","W","6-2, 3-6, 6-3, 7-5","3","1"
"2016","Indian Wells Masters 1000","R16","Novak Djokovic","Feliciano Lopez","W","6-3, 6-3","2","0"
"2016","Dubai Masters 500","Q","Novak Djokovic","Feliciano Lopez","L","3-6 RET","0","1"
"2015","Shanghai Masters 1000","R16","Novak Djokovic","Feliciano Lopez","W","6-2, 6-3","2","0"
"2015","US Open","Q","Novak Djokovic","Feliciano Lopez","W","6-1, 3-6, 6-3, 7-6","3","1"
"2012","Shanghai Masters 1000","R16","Novak Djokovic","Feliciano Lopez","W","6-3, 6-3","2","0"
"2011","Belgrade Masters 250","F","Novak Djokovic","Feliciano Lopez","W","7-6(4), 6-2","2","0"
"2011","Dubai Masters 500","R16","Novak Djokovic","Feliciano Lopez","W","6-3, 2-6, 6-4","2","1"
"2007","Miami Masters 1000","R16","Novak Djokovic","Feliciano Lopez","W","6-0, 6-3","2","0"
"2007","Australian Open","R64","Novak Djokovic","Feliciano Lopez","W","6-2, 7-5, 6-1","3","0"
"2013","Dubai Masters 500","R32","Novak Djokovic","Viktor Troicki","W","6-1, 6-4","2","0"
"2012","Wimbledon","R16","Novak Djokovic","Viktor Troicki","W","6-3, 6-1, 6-3","3","0"
"2012","Miami Masters 1000","R32","Novak Djokovic","Viktor Troicki","W","6-3, 6-4","2","0"
"2011","Paris Masters 1000","R16","Novak Djokovic","Viktor Troicki","W","4-6, 6-3, 6-1","2","1"
"2011","Miami Masters 1000","R16","Novak Djokovic","Viktor Troicki","W","6-3, 6-2","2","0"
"2011","Indian Wells Masters 1000","R16","Novak Djokovic","Viktor Troicki","W","6-0, 6-1","2","0"
"2011","Australian Open","R32","Novak Djokovic","Viktor Troicki","W","6-2 RET","1","0"
"2010","Basel Masters 500","S","Novak Djokovic","Viktor Troicki","W","7-6(4), 6-4","2","0"
"2010","US Open","R128","Novak Djokovic","Viktor Troicki","W","6-3, 3-6, 2-6, 7-5, 6-3","3","2"
"2010","Cincinnati Masters 1000","R32","Novak Djokovic","Viktor Troicki","W","6-3, 7-5","2","0"
"2010","Dubai Masters 500","R16","Novak Djokovic","Viktor Troicki","W","3-6, 6-4, 6-2","2","1"
"2009","Beijing Masters 500","R16","Novak Djokovic","Viktor Troicki","W","6-3, 6-0","2","0"
"2009","Belgrade Masters 250","Q","Novak Djokovic","Viktor Troicki","W","6-3, 6-2","2","0"
"2007","Umag Masters 250","R16","Novak Djokovic","Viktor Troicki","L","6-2, 4-6, 5-7","1","2"
"2016","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","7-5, 7-5","2","0"
"2015","Wimbledon","R128","Novak Djokovic","Philipp Kohlschreiber","W","6-4, 6-4, 6-4","3","0"
"2014","Paris Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2014","US Open","R16","Novak Djokovic","Philipp Kohlschreiber","W","6-1, 7-5, 6-4","3","0"
"2014","Rome Masters 1000","R16","Novak Djokovic","Philipp Kohlschreiber","W","4-6, 6-2, 6-1","2","1"
"2013","Roland Garros","R16","Novak Djokovic","Philipp Kohlschreiber","W","4-6, 6-3, 6-4, 6-4","3","1"
"2010","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 2-6, 7-6(3)","2","1"
"2009","Roland Garros","R32","Novak Djokovic","Philipp Kohlschreiber","L","4-6, 4-6, 4-6","0","3"
"2008","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 6-2","2","0"
"2015","Montreal Masters 1000","R16","Novak Djokovic","Jack Sock","W","6-2, 6-1","2","0"
"2015","Cincinnati Masters 1000","S","Novak Djokovic","Alexandr Dolgopolov","W","4-6, 7-6, 6-2","2","1"
"2015","Miami Masters 1000","R16","Novak Djokovic","Alexandr Dolgopolov","W","6-7(3), 7-5, 6-0","2","1"
"2013","Rome Masters 1000","R16","Novak Djokovic","Alexandr Dolgopolov","W","6-1, 6-4","2","0"
"2012","Monte Carlo Masters 1000","R16","Novak Djokovic","Alexandr Dolgopolov","W","2-6, 6-1, 6-4","2","1"
"2011","US Open","R16","Novak Djokovic","Alexandr Dolgopolov","W","7-6(14), 6-4, 6-2","3","0"
"2015","Doha Masters 250","Q","Novak Djokovic","Ivo Karlovic","L","7-6, 6-7, 4-6","1","2"
"2008","Madrid Masters 1000","R16","Novak Djokovic","Ivo Karlovic","L","6-7, 6-7","0","2"
"2008","Hamburg Masters 1000","R16","Novak Djokovic","Ivo Karlovic","W","7-6(3), 6-3","2","0"
"2016","Miami Masters 1000","R32","Novak Djokovic","Joao Sousa","W","6-4, 6-1","2","0"
"2014","Roland Garros","R128","Novak Djokovic","Joao Sousa","W","6-1, 6-2, 6-4","3","0"
"2013","US Open","R32","Novak Djokovic","Joao Sousa","W","6-0, 6-2, 6-2","3","0"
"2014","Australian Open","R16","Novak Djokovic","Fabio Fognini","W","6-3, 6-0, 6-2","3","0"
"2013","Shanghai Masters 1000","R16","Novak Djokovic","Fabio Fognini","W","6-3, 6-3","2","0"
"2013","Monte Carlo Masters 1000","S","Novak Djokovic","Fabio Fognini","W","6-2, 6-1","2","0"
"2013","Indian Wells Masters 1000","R64","Novak Djokovic","Fabio Fognini","W","6-0, 5-7, 6-2","2","1"
"2011","Roland Garros","Q","Novak Djokovic","Fabio Fognini","W","WO","0","0"
"2010","Belgrade Masters 250","R16","Novak Djokovic","Fabio Fognini","W","6-4, 6-4","2","0"
"2009","Shanghai Masters 1000","R32","Novak Djokovic","Fabio Fognini","W","6-3, 6-1","2","0"
"2015","Montreal Masters 1000","S","Novak Djokovic","Jeremy Chardy","W","6-4, 6-4","2","0"
"2014","Roland Garros","R64","Novak Djokovic","Jeremy Chardy","W","6-1, 6-4, 6-2","3","0"
"2014","Miami Masters 1000","R64","Novak Djokovic","Jeremy Chardy","W","6-4, 6-3","2","0"
"2013","Wimbledon","R32","Novak Djokovic","Jeremy Chardy","W","6-3, 6-2, 6-2","3","0"
"2011","Wimbledon","R128","Novak Djokovic","Jeremy Chardy","W","6-4, 6-1, 6-1","3","0"
"2010","Toronto Masters 1000","Q","Novak Djokovic","Jeremy Chardy","W","6-2, 6-3","2","0"
"2010","Rome Masters 1000","R32","Novak Djokovic","Jeremy Chardy","W","6-1, 6-1","2","0"
"2009","Cincinnati Masters 1000","R16","Novak Djokovic","Jeremy Chardy","W","7-5, 6-3","2","0"
"2009","Marseille Masters 250","R32","Novak Djokovic","Jeremy Chardy","W","7-6(4), 6-4","2","0"
"2009","Australian Open","R64","Novak Djokovic","Jeremy Chardy","W","7-5, 6-1, 6-3","3","0"
"2014","Beijing Masters 500","Q","Novak Djokovic","Grigor Dimitrov","W","6-2, 6-4","2","0"
"2014","Wimbledon","S","Novak Djokovic","Grigor Dimitrov","W","6-4, 3-6, 7-6(2), 7-6(7)","3","1"
"2013","Roland Garros","R32","Novak Djokovic","Grigor Dimitrov","W","6-2, 6-2, 6-3","3","0"
"2013","Madrid Masters 1000","R32","Novak Djokovic","Grigor Dimitrov","L","6-7, 7-6, 3-6","1","2"
"2013","Indian Wells Masters 1000","R32","Novak Djokovic","Grigor Dimitrov","W","7-6(4), 6-1","2","0"
"2012","Shanghai Masters 1000","R32","Novak Djokovic","Grigor Dimitrov","W","6-3, 6-2","2","0"
"2014","US Open","R32","Novak Djokovic","Sam Querrey","W","6-3, 6-2, 6-2","3","0"
"2013","Beijing Masters 500","Q","Novak Djokovic","Sam Querrey","W","6-1, 6-2","2","0"
"2013","Indian Wells Masters 1000","R16","Novak Djokovic","Sam Querrey","W","6-0, 7-6(6)","2","0"
"2012","Paris Masters 1000","R32","Novak Djokovic","Sam Querrey","L","6-0, 6-7, 4-6","1","2"
"2012","Toronto Masters 1000","R16","Novak Djokovic","Sam Querrey","W","6-4, 6-4","2","0"
"2008","Monte Carlo Masters 1000","Q","Novak Djokovic","Sam Querrey","W","6-4, 6-0","2","0"
"2008","Australian Open","R32","Novak Djokovic","Sam Querrey","W","6-3, 6-1, 6-3","3","0"
"2016","Rome Masters 1000","R16","Novak Djokovic","Thomaz Bellucci","W","0-6, 6-3, 6-2","2","1"
"2015","Paris Masters 1000","R32","Novak Djokovic","Thomaz Bellucci","W","7-5, 6-3","2","0"
"2015","Montreal Masters 1000","R32","Novak Djokovic","Thomaz Bellucci","W","6-3, 7-6","2","0"
"2015","Rome Masters 1000","R16","Novak Djokovic","Thomaz Bellucci","W","5-7, 6-2, 6-3","2","1"
"2011","Madrid Masters 1000","S","Novak Djokovic","Thomaz Bellucci","W","4-6, 6-4, 6-1","2","1"
"2010","Rome Masters 1000","R16","Novak Djokovic","Thomaz Bellucci","W","6-4, 6-4","2","0"
"2015","Indian Wells Masters 1000","R64","Novak Djokovic","Marcos Baghdatis","W","6-1, 6-3","2","0"
"2012","Miami Masters 1000","R64","Novak Djokovic","Marcos Baghdatis","W","6-4, 6-4","2","0"
"2011","Basel Masters 500","Q","Novak Djokovic","Marcos Baghdatis","W","2-6, 6-2, 6-3","2","1"
"2011","Wimbledon","R32","Novak Djokovic","Marcos Baghdatis","W","6-4, 4-6, 6-3, 6-4","3","1"
"2010","Dubai Masters 500","S","Novak Djokovic","Marcos Baghdatis","W","6-7(2), 6-3, 6-4","2","1"
"2009","Australian Open","R16","Novak Djokovic","Marcos Baghdatis","W","6-1, 7-6(1), 6-7(5), 6-2","3","1"
"2007","Wimbledon","Q","Novak Djokovic","Marcos Baghdatis","W","7-6(4), 7-6(9), 6-7(3), 4-6, 7-5","3","2"
"2007","Rome Masters 1000","R16","Novak Djokovic","Marcos Baghdatis","W","6-2, 7-5","2","0"
"2015","Australian Open","R64","Novak Djokovic","Andrey Kuznetsov","W","6-0, 6-1, 6-4","3","0"
"2015","Roland Garros","R64","Novak Djokovic","Gilles Muller","W","6-1, 6-4, 6-4","3","0"
"2015","Australian Open","R16","Novak Djokovic","Gilles Muller","W","6-4, 7-5, 7-5","3","0"
"2016","Madrid Masters 1000","R32","Novak Djokovic","Borna Coric","W","6-2, 6-4","2","0"
"2016","Australian Open","R32","Novak Djokovic","Andreas Seppi","W","6-1, 7-5, 7-6","3","0"
"2015","US Open","R32","Novak Djokovic","Andreas Seppi","W","6-3, 7-5, 7-5","3","0"
"2013","Dubai Masters 500","Q","Novak Djokovic","Andreas Seppi","W","6-0, 6-3","2","0"
"2012","Cincinnati Masters 1000","R32","Novak Djokovic","Andreas Seppi","W","7-6(4), 6-2","2","0"
"2012","Roland Garros","R16","Novak Djokovic","Andreas Seppi","W","4-6, 6-7(5), 6-3, 7-5, 6-3","3","2"
"2012","Monte Carlo Masters 1000","R32","Novak Djokovic","Andreas Seppi","W","6-1, 6-4","2","0"
"2009","Madrid Masters 1000","R16","Novak Djokovic","Andreas Seppi","W","6-4, 6-4","2","0"
"2009","Belgrade Masters 250","S","Novak Djokovic","Andreas Seppi","W","4-6, 6-1, 6-2","2","1"
"2008","Cincinnati Masters 1000","R16","Novak Djokovic","Andreas Seppi","W","6-1, 6-2","2","0"
"2008","Indian Wells Masters 1000","R64","Novak Djokovic","Andreas Seppi","W","6-3, 7-6(3)","2","0"
"2007","Vienna Masters 500","S","Novak Djokovic","Andreas Seppi","W","6-4, 6-3","2","0"
"2006","Rotterdam Masters 500","R32","Novak Djokovic","Andreas Seppi","W","6-2, 2-6, 7-5","2","1"
"2014","Monte Carlo Masters 1000","R16","Novak Djokovic","Pablo Carreno Busta","W","6-0, 6-1","2","0"
"2015","Shanghai Masters 1000","R32","Novak Djokovic","Martin Klizan","W","6-2, 6-1","2","0"
"2015","Miami Masters 1000","R64","Novak Djokovic","Martin Klizan","W","6-0, 5-7, 6-1","2","1"
"2015","Dubai Masters 500","R32","Novak Djokovic","Vasek Pospisil","W","6-4, 6-4","2","0"
"2014","Beijing Masters 500","R16","Novak Djokovic","Vasek Pospisil","W","6-3, 7-5","2","0"
"2015","Rome Masters 1000","R32","Novak Djokovic","Nicolas Almagro","W","6-1, 6-7(5), 6-3","2","1"
"2012","Indian Wells Masters 1000","Q","Novak Djokovic","Nicolas Almagro","W","6-3, 6-4","2","0"
"2011","Australian Open","R16","Novak Djokovic","Nicolas Almagro","W","6-3, 6-4, 6-0","3","0"
"2008","Rome Masters 1000","Q","Novak Djokovic","Nicolas Almagro","W","6-1, 1-0 RET","2","0"
"2012","Australian Open","R32","Novak Djokovic","Nicolas Mahut","W","6-0, 6-1, 6-1","3","0"
"2006","Metz Masters 250","R32","Novak Djokovic","Nicolas Mahut","W","6-2, 6-3","2","0"
"2016","Doha Masters 250","Q","Novak Djokovic","Leonardo Mayer","W","6-3, 7-5","2","0"
"2014","Australian Open","R64","Novak Djokovic","Leonardo Mayer","W","6-0, 6-4, 6-4","3","0"
"2013","Roland Garros","R64","Novak Djokovic","Guido Pella","W","6-2, 6-0, 6-2","3","0"
"2015","Cincinnati Masters 1000","S","Roger Federer","Andy Murray","W","6-4, 7-6","2","0"
"2015","Wimbledon","S","Roger Federer","Andy Murray","W","7-5, 7-5, 6-4","3","0"
"2014","ATP WT Finals","RR","Roger Federer","Andy Murray","W","6-0, 6-1","2","0"
"2014","Cincinnati Masters 1000","Q","Roger Federer","Andy Murray","W","6-3, 7-5","2","0"
"2014","Australian Open","Q","Roger Federer","Andy Murray","W","6-3, 6-4, 6-7(6), 6-3","3","1"
"2013","Australian Open","S","Roger Federer","Andy Murray","L","4-6, 7-6, 3-6, 7-6, 2-6","2","3"
"2012","ATP WT Finals","S","Roger Federer","Andy Murray","W","7-6(5), 6-2","2","0"
"2012","Shanghai Masters 1000","S","Roger Federer","Andy Murray","L","4-6, 4-6","0","2"
"2012","Wimbledon","F","Roger Federer","Andy Murray","W","4-6, 7-5, 6-3, 6-4","3","1"
"2012","Dubai Masters 500","F","Roger Federer","Andy Murray","W","7-5, 6-4","2","0"
"2010","ATP WT Finals","RR","Roger Federer","Andy Murray","W","6-4, 6-2","2","0"
"2010","Shanghai Masters 1000","F","Roger Federer","Andy Murray","L","3-6, 2-6","0","2"
"2010","Toronto Masters 1000","F","Roger Federer","Andy Murray","L","5-7, 5-7","0","2"
"2010","Australian Open","F","Roger Federer","Andy Murray","W","6-3, 6-4, 7-6(11)","3","0"
"2009","ATP WT Finals","RR","Roger Federer","Andy Murray","W","3-6, 6-3, 6-1","2","1"
"2009","Cincinnati Masters 1000","S","Roger Federer","Andy Murray","W","6-2, 7-6(8)","2","0"
"2009","Indian Wells Masters 1000","S","Roger Federer","Andy Murray","L","3-6, 6-4, 1-6","1","2"
"2009","Doha Masters 250","S","Roger Federer","Andy Murray","L","7-6, 2-6, 2-6","1","2"
"2008","ATP WT Finals","RR","Roger Federer","Andy Murray","L","6-4, 6-7, 5-7","1","2"
"2008","Madrid Masters 1000","S","Roger Federer","Andy Murray","L","6-3, 3-6, 5-7","1","2"
"2008","US Open","F","Roger Federer","Andy Murray","W","6-2, 7-5, 6-2","3","0"
"2008","Dubai Masters 500","R32","Roger Federer","Andy Murray","L","7-6, 3-6, 4-6","1","2"
"2006","Cincinnati Masters 1000","R32","Roger Federer","Andy Murray","L","5-7, 4-6","0","2"
"2005","Bangkok Masters 250","F","Roger Federer","Andy Murray","W","6-3, 7-5","2","0"
"2015","ATP WT Finals","S","Roger Federer","Stan Wawrinka","W","7-5, 6-3","2","0"
"2015","US Open","S","Roger Federer","Stan Wawrinka","W","6-4, 6-3, 6-1","3","0"
"2015","Roland Garros","Q","Roger Federer","Stan Wawrinka","L","4-6, 3-6, 6-7","0","3"
"2015","Rome Masters 1000","S","Roger Federer","Stan Wawrinka","W","6-4, 6-2","2","0"
"2014","ATP WT Finals","S","Roger Federer","Stan Wawrinka","W","4-6, 7-5, 7-6(6)","2","1"
"2014","Wimbledon","Q","Roger Federer","Stan Wawrinka","W","3-6, 7-6(5), 6-4, 6-4","3","1"
"2014","Monte Carlo Masters 1000","F","Roger Federer","Stan Wawrinka","L","6-4, 6-7, 2-6","1","2"
"2013","Indian Wells Masters 1000","R16","Roger Federer","Stan Wawrinka","W","6-3, 6-7(4), 7-5","2","1"
"2012","Shanghai Masters 1000","R16","Roger Federer","Stan Wawrinka","W","4-6, 7-6(4), 6-0","2","1"
"2012","Cincinnati Masters 1000","S","Roger Federer","Stan Wawrinka","W","7-6(4), 6-3","2","0"
"2011","Basel Masters 500","S","Roger Federer","Stan Wawrinka","W","7-6(5), 6-2","2","0"
"2011","Roland Garros","R16","Roger Federer","Stan Wawrinka","W","6-3, 6-2, 7-5","3","0"
"2011","Indian Wells Masters 1000","Q","Roger Federer","Stan Wawrinka","W","6-3, 6-4","2","0"
"2011","Australian Open","Q","Roger Federer","Stan Wawrinka","W","6-1, 6-3, 6-3","3","0"
"2010","Stockholm Masters 250","Q","Roger Federer","Stan Wawrinka","W","2-6, 6-3, 6-2","2","1"
"2010","Roland Garros","R16","Roger Federer","Stan Wawrinka","W","6-3, 7-6(5), 6-2","3","0"
"2010","Madrid Masters 1000","R16","Roger Federer","Stan Wawrinka","W","6-3, 6-1","2","0"
"2009","Montreal Masters 1000","R16","Roger Federer","Stan Wawrinka","W","6-3, 7-6(5)","2","0"
"2009","Monte Carlo Masters 1000","R16","Roger Federer","Stan Wawrinka","L","4-6, 5-7","0","2"
"2006","Dubai Masters 500","R32","Roger Federer","Stan Wawrinka","W","7-6(3), 6-3","2","0"
"2005","Rotterdam Masters 500","R16","Roger Federer","Stan Wawrinka","W","6-1, 6-4","2","0"
"2015","Basel Masters 500","F","Roger Federer","Rafael Nadal","W","6-3, 5-7, 6-3","2","1"
"2014","Australian Open","S","Roger Federer","Rafael Nadal","L","6-7, 3-6, 3-6","0","3"
"2013","ATP WT Finals","S","Roger Federer","Rafael Nadal","L","5-7, 3-6","0","2"
"2013","Cincinnati Masters 1000","Q","Roger Federer","Rafael Nadal","L","7-5, 4-6, 3-6","1","2"
"2013","Rome Masters 1000","F","Roger Federer","Rafael Nadal","L","1-6, 3-6","0","2"
"2013","Indian Wells Masters 1000","Q","Roger Federer","Rafael Nadal","L","4-6, 2-6","0","2"
"2012","Indian Wells Masters 1000","S","Roger Federer","Rafael Nadal","W","6-3, 6-4","2","0"
"2012","Australian Open","S","Roger Federer","Rafael Nadal","L","7-6, 2-6, 6-7, 4-6","1","3"
"2011","ATP WT Finals","RR","Roger Federer","Rafael Nadal","W","6-3, 6-0","2","0"
"2011","Roland Garros","F","Roger Federer","Rafael Nadal","L","5-7, 6-7, 7-5, 1-6","1","3"
"2011","Madrid Masters 1000","S","Roger Federer","Rafael Nadal","L","7-5, 1-6, 3-6","1","2"
"2011","Miami Masters 1000","S","Roger Federer","Rafael Nadal","L","3-6, 2-6","0","2"
"2010","ATP WT Finals","F","Roger Federer","Rafael Nadal","W","6-3, 3-6, 6-1","2","1"
"2010","Madrid Masters 1000","F","Roger Federer","Rafael Nadal","L","4-6, 6-7","0","2"
"2009","Madrid Masters 1000","F","Roger Federer","Rafael Nadal","W","6-4, 6-4","2","0"
"2009","Australian Open","F","Roger Federer","Rafael Nadal","L","5-7, 6-3, 6-7, 6-3, 2-6","2","3"
"2008","Wimbledon","F","Roger Federer","Rafael Nadal","L","4-6, 4-6, 7-6, 7-6, 7-9","2","3"
"2008","Roland Garros","F","Roger Federer","Rafael Nadal","L","1-6, 3-6, 0-6","0","3"
"2008","Hamburg Masters 1000","F","Roger Federer","Rafael Nadal","L","5-7, 7-6, 3-6","1","2"
"2008","Monte Carlo Masters 1000","F","Roger Federer","Rafael Nadal","L","5-7, 5-7","0","2"
"2007","ATP WT Finals","S","Roger Federer","Rafael Nadal","W","6-4, 6-1","2","0"
"2007","Wimbledon","F","Roger Federer","Rafael Nadal","W","7-6(7), 4-6, 7-6(3), 2-6, 6-2","3","2"
"2007","Roland Garros","F","Roger Federer","Rafael Nadal","L","3-6, 6-4, 3-6, 4-6","1","3"
