"","Year","Tournament","Round","Player","Opponent","WL_P1","Result","Sets_P1","Sets_P2","X1","X2","X3","X4","X5"
"3236","2014","Rotterdam Masters 500","R16","Nicolas Mahut","Tomas Berdych","L","4-6, 3-6","0","2","4-6","3-6","","",""
"3237","2012","Miami Masters 1000","R64","Nicolas Mahut","Tomas Berdych","L","5-7, 1-6","0","2","5-7","1-6","","",""
"3238","2012","Montpellier Masters 250","Q","Nicolas Mahut","Tomas Berdych","L","3-6, 4-6","0","2","3-6","4-6","","",""
"3239","2008","Bangkok Masters 250","Q","Nicolas Mahut","Tomas Berdych","L","6-7, 3-6","0","2","6-7","3-6","","",""
"3240","2004","Australian Open","R128","Nicolas Mahut","Tomas Berdych","L","4-6, 2-6, 7-5, 3-6","1","3","4-6","2-6","7-5","3-6",""
"3241","2012","Indian Wells Masters 1000","R128","Nicolas Mahut","Vasek Pospisil","W","6-3, 6-2","2","0","6-3","6-2","","",""
"3242","2016","Rotterdam Masters 500","Q","Nicolas Mahut","Viktor Troicki","W","6-2, 6-1","2","0","6-2","6-1","","",""
"3243","2016","Sydney Masters 250","Q","Nicolas Mahut","Viktor Troicki","L","6-4, 3-6, 3-6","1","2","6-4","3-6","3-6","",""
"3244","2011","Australian Open","R64","Nicolas Mahut","Viktor Troicki","L","4-6, 2-6, 6-1, 3-6","1","3","4-6","2-6","6-1","3-6",""
"3245","2014","Monte Carlo Masters 1000","R16","Novak Djokovic","Pablo Carreno Busta","W","6-0, 6-1","2","0","6-0","6-1","","",""
"3246","2016","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","7-5, 7-5","2","0","7-5","7-5","","",""
"3247","2015","Wimbledon","R128","Novak Djokovic","Philipp Kohlschreiber","W","6-4, 6-4, 6-4","3","0","6-4","6-4","6-4","",""
"3248","2014","Paris Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 6-4","2","0","6-3","6-4","","",""
"3249","2014","US Open","R16","Novak Djokovic","Philipp Kohlschreiber","W","6-1, 7-5, 6-4","3","0","6-1","7-5","6-4","",""
"3250","2014","Rome Masters 1000","R16","Novak Djokovic","Philipp Kohlschreiber","W","4-6, 6-2, 6-1","2","1","4-6","6-2","6-1","",""
"3251","2013","Roland Garros","R16","Novak Djokovic","Philipp Kohlschreiber","W","4-6, 6-3, 6-4, 6-4","3","1","4-6","6-3","6-4","6-4",""
"3252","2010","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 2-6, 7-6(3)","2","1","6-3","2-6","7-6","",""
"3253","2009","Roland Garros","R32","Novak Djokovic","Philipp Kohlschreiber","L","4-6, 4-6, 4-6","0","3","4-6","4-6","4-6","",""
"3254","2008","Indian Wells Masters 1000","R32","Novak Djokovic","Philipp Kohlschreiber","W","6-3, 6-2","2","0","6-3","6-2","","",""
