"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2016","Monte Carlo Masters 1000","Q","Rafael Nadal","Stan Wawrinka","W","6-1, 6-4","2","0"
"2015","ATP WT Finals","RR","Rafael Nadal","Stan Wawrinka","W","6-3, 6-2","2","0"
"2015","Paris Masters 1000","Q","Rafael Nadal","Stan Wawrinka","L","6-7, 6-7","0","2"
"2015","Shanghai Masters 1000","Q","Rafael Nadal","Stan Wawrinka","W","6-2, 6-1","2","0"
"2015","Rome Masters 1000","Q","Rafael Nadal","Stan Wawrinka","L","6-7, 2-6","0","2"
"2014","Australian Open","F","Rafael Nadal","Stan Wawrinka","L","3-6, 2-6, 6-3, 3-6","1","3"
"2013","ATP WT Finals","RR","Rafael Nadal","Stan Wawrinka","W","7-6(5), 7-6(6)","2","0"
"2013","Shanghai Masters 1000","Q","Rafael Nadal","Stan Wawrinka","W","7-6(10), 6-1","2","0"
"2013","Roland Garros","Q","Rafael Nadal","Stan Wawrinka","W","6-2, 6-3, 6-1","3","0"
"2013","Madrid Masters 1000","F","Rafael Nadal","Stan Wawrinka","W","6-2, 6-4","2","0"
"2012","Monte Carlo Masters 1000","Q","Rafael Nadal","Stan Wawrinka","W","7-5, 6-4","2","0"
"2010","Shanghai Masters 1000","R32","Rafael Nadal","Stan Wawrinka","W","6-4, 6-4","2","0"
"2010","Toronto Masters 1000","R32","Rafael Nadal","Stan Wawrinka","W","7-6(12), 6-3","2","0"
"2010","Rome Masters 1000","Q","Rafael Nadal","Stan Wawrinka","W","6-4, 6-1","2","0"
"2009","Miami Masters 1000","R16","Rafael Nadal","Stan Wawrinka","W","7-6(2), 7-6(4)","2","0"
"2007","Paris Masters 1000","R16","Rafael Nadal","Stan Wawrinka","W","6-4, 6-3","2","0"
"2007","Stuttgart Masters 500","F","Rafael Nadal","Stan Wawrinka","W","6-4, 7-5","2","0"
"2007","Australian Open","R32","Rafael Nadal","Stan Wawrinka","W","6-2, 6-2, 6-2","3","0"
"2016","Rome Masters 1000","S","Kei Nishikori","Novak Djokovic","L","6-2, 4-6, 6-7","1","2"
"2016","Madrid Masters 1000","S","Kei Nishikori","Novak Djokovic","L","3-6, 6-7","0","2"
"2016","Miami Masters 1000","F","Kei Nishikori","Novak Djokovic","L","3-6, 3-6","0","2"
"2016","Australian Open","Q","Kei Nishikori","Novak Djokovic","L","3-6, 2-6, 4-6","0","3"
"2015","ATP WT Finals","RR","Kei Nishikori","Novak Djokovic","L","1-6, 1-6","0","2"
"2015","Rome Masters 1000","Q","Kei Nishikori","Novak Djokovic","L","3-6, 6-3, 1-6","1","2"
"2014","ATP WT Finals","S","Kei Nishikori","Novak Djokovic","L","1-6, 6-3, 0-6","1","2"
"2014","Paris Masters 1000","S","Kei Nishikori","Novak Djokovic","L","2-6, 3-6","0","2"
"2014","US Open","S","Kei Nishikori","Novak Djokovic","W","6-4, 1-6, 7-6(4), 6-3","3","1"
"2014","Miami Masters 1000","S","Kei Nishikori","Novak Djokovic","L","WO","0","0"
"2011","Basel Masters 500","S","Kei Nishikori","Novak Djokovic","W","2-6, 7-6(4), 6-0","2","1"
"2010","Roland Garros","R64","Kei Nishikori","Novak Djokovic","L","1-6, 4-6, 4-6","0","3"
"2015","ATP WT Finals","RR","Kei Nishikori","Roger Federer","L","5-7, 6-4, 4-6","1","2"
"2014","ATP WT Finals","RR","Kei Nishikori","Roger Federer","L","3-6, 2-6","0","2"
"2014","Halle Masters 250","S","Kei Nishikori","Roger Federer","L","3-6, 6-7","0","2"
"2014","Miami Masters 1000","Q","Kei Nishikori","Roger Federer","W","3-6, 7-5, 6-4","2","1"
"2013","Madrid Masters 1000","R16","Kei Nishikori","Roger Federer","W","6-4, 1-6, 6-2","2","1"
"2011","Basel Masters 500","F","Kei Nishikori","Roger Federer","L","1-6, 3-6","0","2"
"2015","Montreal Masters 1000","S","Kei Nishikori","Andy Murray","L","3-6, 0-6","0","2"
"2015","Madrid Masters 1000","S","Kei Nishikori","Andy Murray","L","3-6, 4-6","0","2"
"2014","ATP WT Finals","RR","Kei Nishikori","Andy Murray","W","6-4, 6-4","2","0"
"2013","Brisbane Masters 250","S","Kei Nishikori","Andy Murray","L","4-6, 0-2 RET","0","2"
"2013","Brisbane Masters 250","S","Kei Nishikori","Andy Murray","L","4-6, 0-2 RET","0","2"
"2012","Australian Open","Q","Kei Nishikori","Andy Murray","L","3-6, 3-6, 1-6","0","3"
"2011","Shanghai Masters 1000","S","Kei Nishikori","Andy Murray","L","3-6, 0-6","0","2"
"2015","Australian Open","Q","Kei Nishikori","Stan Wawrinka","L","3-6, 4-6, 6-7","0","3"
"2014","US Open","Q","Kei Nishikori","Stan Wawrinka","W","3-6, 7-5, 7-6(7), 6-7(5), 6-4","3","2"
"2012","Cincinnati Masters 1000","R16","Kei Nishikori","Stan Wawrinka","L","3-6, 3-6","0","2"
"2012","Buenos Aires Masters 250","Q","Kei Nishikori","Stan Wawrinka","L","4-6, 2-6","0","2"
"2016","Barcelona Masters 500","F","Kei Nishikori","Rafael Nadal","L","4-6, 5-7","0","2"
"2016","Indian Wells Masters 1000","Q","Kei Nishikori","Rafael Nadal","L","4-6, 3-6","0","2"
"2015","Montreal Masters 1000","Q","Kei Nishikori","Rafael Nadal","W","6-2, 6-4","2","0"
"2014","Madrid Masters 1000","F","Kei Nishikori","Rafael Nadal","L","6-2, 4-6, 0-3 RET","1","2"
"2014","Australian Open","R16","Kei Nishikori","Rafael Nadal","L","6-7, 5-7, 6-7","0","3"
"2013","Roland Garros","R16","Kei Nishikori","Rafael Nadal","L","4-6, 1-6, 3-6","0","3"
"2012","Miami Masters 1000","R16","Kei Nishikori","Rafael Nadal","L","4-6, 4-6","0","2"
"2011","Miami Masters 1000","R64","Kei Nishikori","Rafael Nadal","L","4-6, 4-6","0","2"
"2010","Wimbledon","R128","Kei Nishikori","Rafael Nadal","L","2-6, 4-6, 4-6","0","3"
"2008","London Masters 250","R16","Kei Nishikori","Rafael Nadal","L","4-6, 6-3, 3-6","1","2"
"2016","Indian Wells Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 6-7","0","2"
"2015","Shanghai Masters 1000","F","Jo-Wilfried Tsonga","Novak Djokovic","L","2-6, 4-6","0","2"
"2014","Toronto Masters 1000","R16","Jo-Wilfried Tsonga","Novak Djokovic","W","6-2, 6-2","2","0"
"2014","Wimbledon","R16","Jo-Wilfried Tsonga","Novak Djokovic","L","3-6, 4-6, 6-7","0","3"
"2014","Roland Garros","R16","Jo-Wilfried Tsonga","Novak Djokovic","L","1-6, 4-6, 1-6","0","3"
"2013","Shanghai Masters 1000","S","Jo-Wilfried Tsonga","Novak Djokovic","L","2-6, 5-7","0","2"
"2013","Indian Wells Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","3-6, 1-6","0","2"
"2012","ATP WT Finals","RR","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 3-6","0","2"
"2012","Beijing Masters 500","F","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 2-6","0","2"
"2012","Roland Garros","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","1-6, 7-5, 7-5, 6-7, 1-6","2","3"
"2012","Rome Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","5-7, 1-6","0","2"
"2011","Paris Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","W","WO","0","0"
"2011","Montreal Masters 1000","S","Jo-Wilfried Tsonga","Novak Djokovic","L","4-6, 0-3 RET","0","2"
"2011","Wimbledon","S","Jo-Wilfried Tsonga","Novak Djokovic","L","6-7, 2-6, 7-6, 3-6","1","3"
"2010","Australian Open","Q","Jo-Wilfried Tsonga","Novak Djokovic","W","7-6(8), 6-7(5), 1-6, 6-3, 6-1","3","2"
"2009","Miami Masters 1000","Q","Jo-Wilfried Tsonga","Novak Djokovic","L","3-6, 4-6","0","2"
"2009","Marseille Masters 250","S","Jo-Wilfried Tsonga","Novak Djokovic","W","6-4, 7-6(1)","2","0"
"2008","ATP WT Finals","RR","Jo-Wilfried Tsonga","Novak Djokovic","W","1-6, 7-5, 6-1","2","1"
"2008","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Novak Djokovic","W","6-4, 1-6, 6-3","2","1"
"2008","Bangkok Masters 250","F","Jo-Wilfried Tsonga","Novak Djokovic","W","7-6(4), 6-4","2","0"
"2008","Australian Open","F","Jo-Wilfried Tsonga","Novak Djokovic","L","6-4, 4-6, 3-6, 6-7","1","3"
"2016","Monte Carlo Masters 1000","Q","Jo-Wilfried Tsonga","Roger Federer","W","3-6, 6-2, 7-5","2","1"
"2014","Toronto Masters 1000","F","Jo-Wilfried Tsonga","Roger Federer","W","7-5, 7-6(3)","2","0"
"2014","Monte Carlo Masters 1000","Q","Jo-Wilfried Tsonga","Roger Federer","L","6-2, 6-7, 1-6","1","2"
"2014","Australian Open","R16","Jo-Wilfried Tsonga","Roger Federer","L","3-6, 5-7, 4-6","0","3"
"2013","Roland Garros","Q","Jo-Wilfried Tsonga","Roger Federer","W","7-5, 6-3, 6-3","3","0"
"2013","Australian Open","Q","Jo-Wilfried Tsonga","Roger Federer","L","6-7, 6-4, 6-7, 6-3, 3-6","2","3"
"2012","Doha Masters 250","S","Jo-Wilfried Tsonga","Roger Federer","W","WO","0","0"
"2012","Doha Masters 250","S","Jo-Wilfried Tsonga","Roger Federer","W","WO","0","0"
"2011","ATP WT Finals","F","Jo-Wilfried Tsonga","Roger Federer","L","3-6, 7-6, 3-6","1","2"
"2011","ATP WT Finals","RR","Jo-Wilfried Tsonga","Roger Federer","L","2-6, 6-2, 4-6","1","2"
"2011","Paris Masters 1000","F","Jo-Wilfried Tsonga","Roger Federer","L","1-6, 6-7","0","2"
"2011","US Open","Q","Jo-Wilfried Tsonga","Roger Federer","L","4-6, 3-6, 3-6","0","3"
"2011","Montreal Masters 1000","R16","Jo-Wilfried Tsonga","Roger Federer","W","7-6(3), 4-6, 6-1","2","1"
"2011","Wimbledon","Q","Jo-Wilfried Tsonga","Roger Federer","W","3-6, 6-7(3), 6-4, 6-4, 6-4","3","2"
"2011","Rome Masters 1000","R32","Jo-Wilfried Tsonga","Roger Federer","L","4-6, 2-6","0","2"
"2011","Doha Masters 250","S","Jo-Wilfried Tsonga","Roger Federer","L","3-6, 6-7","0","2"
"2010","Australian Open","S","Jo-Wilfried Tsonga","Roger Federer","L","2-6, 3-6, 2-6","0","3"
"2009","Montreal Masters 1000","Q","Jo-Wilfried Tsonga","Roger Federer","W","7-6(5), 1-6, 7-6(3)","2","1"
"2008","Madrid Masters 1000","R16","Jo-Wilfried Tsonga","Roger Federer","L","4-6, 1-6","0","2"
"2015","Montreal Masters 1000","Q","Jo-Wilfried Tsonga","Andy Murray","L","4-6, 4-6","0","2"
"2014","US Open","R16","Jo-Wilfried Tsonga","Andy Murray","L","5-7, 5-7, 4-6","0","3"
"2014","Toronto Masters 1000","Q","Jo-Wilfried Tsonga","Andy Murray","W","7-6(5), 4-6, 6-4","2","1"
"2014","Miami Masters 1000","R16","Jo-Wilfried Tsonga","Andy Murray","L","4-6, 1-6","0","2"
"2013","London Masters 250","S","Jo-Wilfried Tsonga","Andy Murray","L","6-4, 3-6, 2-6","1","2"
"2012","ATP WT Finals","RR","Jo-Wilfried Tsonga","Andy Murray","L","2-6, 6-7","0","2"
"2012","Wimbledon","S","Jo-Wilfried Tsonga","Andy Murray","L","3-6, 4-6, 6-3, 5-7","1","3"
"2011","London Masters 250","F","Jo-Wilfried Tsonga","Andy Murray","L","6-3, 6-7, 4-6","1","2"
"2010","Shanghai Masters 1000","Q","Jo-Wilfried Tsonga","Andy Murray","L","2-6, 2-6","0","2"
"2010","Wimbledon","Q","Jo-Wilfried Tsonga","Andy Murray","L","7-6, 6-7, 2-6, 2-6","1","3"
"2009","Montreal Masters 1000","S","Jo-Wilfried Tsonga","Andy Murray","L","4-6, 6-7","0","2"
"2008","Australian Open","R128","Jo-Wilfried Tsonga","Andy Murray","W","7-5, 6-4, 0-6, 7-6(5)","3","1"
"2007","Metz Masters 250","Q","Jo-Wilfried Tsonga","Andy Murray","L","3-6, 3-6","0","2"
"2015","Roland Garros","S","Jo-Wilfried Tsonga","Stan Wawrinka","L","3-6, 7-6, 6-7, 4-6","1","3"
"2013","Madrid Masters 1000","Q","Jo-Wilfried Tsonga","Stan Wawrinka","L","2-6, 7-6, 4-6","1","2"
"2013","Monte Carlo Masters 1000","Q","Jo-Wilfried Tsonga","Stan Wawrinka","W","2-6, 6-3, 6-4","2","1"
"2012","Roland Garros","R16","Jo-Wilfried Tsonga","Stan Wawrinka","W","6-4, 7-6(6), 3-6, 3-6, 6-4","3","2"
"2011","Roland Garros","R32","Jo-Wilfried Tsonga","Stan Wawrinka","L","6-4, 7-6, 6-7, 2-6, 3-6","2","3"
"2007","Metz Masters 250","R32","Jo-Wilfried Tsonga","Stan Wawrinka","W","6-7(6), 6-4, 6-4","2","1"
"2015","Shanghai Masters 1000","S","Jo-Wilfried Tsonga","Rafael Nadal","W","6-4, 0-6, 7-5","2","1"
"2013","Monte Carlo Masters 1000","S","Jo-Wilfried Tsonga","Rafael Nadal","L","3-6, 6-7","0","2"
"2012","Miami Masters 1000","Q","Jo-Wilfried Tsonga","Rafael Nadal","L","2-6, 7-5, 4-6","1","2"
"2011","ATP WT Finals","RR","Jo-Wilfried Tsonga","Rafael Nadal","W","7-6(2), 4-6, 6-3","2","1"
"2011","London Masters 250","Q","Jo-Wilfried Tsonga","Rafael Nadal","W","6-7(3), 6-4, 6-1","2","1"
"2010","Miami Masters 1000","Q","Jo-Wilfried Tsonga","Rafael Nadal","L","3-6, 2-6","0","2"
"2009","Paris Masters 1000","Q","Jo-Wilfried Tsonga","Rafael Nadal","L","5-7, 5-7","0","2"
"2009","Rotterdam Masters 500","Q","Jo-Wilfried Tsonga","Rafael Nadal","L","4-6, 7-6, 4-6","1","2"
"2008","Indian Wells Masters 1000","R16","Jo-Wilfried Tsonga","Rafael Nadal","L","7-6, 6-7, 5-7","1","2"
"2008","Australian Open","S","Jo-Wilfried Tsonga","Rafael Nadal","W","6-2, 6-3, 6-2","3","0"
"2007","US Open","R32","Jo-Wilfried Tsonga","Rafael Nadal","L","6-7, 2-6, 1-6","0","3"
"2016","Australian Open","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","4-6, 2-6, 4-6","0","3"
"2015","Roland Garros","Q","Jo-Wilfried Tsonga","Kei Nishikori","W","6-1, 6-4, 4-6, 3-6, 6-3","3","2"
"2014","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","1-6, 6-4, 4-6","1","2"
"2013","Paris Masters 1000","R32","Jo-Wilfried Tsonga","Kei Nishikori","L","6-1, 6-7, 6-7","1","2"
"2013","Shanghai Masters 1000","R16","Jo-Wilfried Tsonga","Kei Nishikori","W","7-6(5), 6-0","2","0"
"2012","Australian Open","R16","Jo-Wilfried Tsonga","Kei Nishikori","L","6-2, 2-6, 1-6, 6-3, 3-6","2","3"
"2011","Shanghai Masters 1000","R32","Jo-Wilfried Tsonga","Kei Nishikori","L","7-6, 4-6, 4-6","1","2"
"2016","Miami Masters 1000","Q","Tomas Berdych","Novak Djokovic","L","3-6, 3-6","0","2"
"2016","Doha Masters 250","S","Tomas Berdych","Novak Djokovic","L","3-6, 6-7","0","2"
"2015","ATP WT Finals","RR","Tomas Berdych","Novak Djokovic","L","3-6, 5-7","0","2"
"2015","Paris Masters 1000","Q","Tomas Berdych","Novak Djokovic","L","6-7, 6-7","0","2"
"2015","Monte Carlo Masters 1000","F","Tomas Berdych","Novak Djokovic","L","5-7, 6-4, 3-6","1","2"
"2015","Dubai Masters 500","S","Tomas Berdych","Novak Djokovic","L","0-6, 7-5, 4-6","1","2"
"2014","ATP WT Finals","RR","Tomas Berdych","Novak Djokovic","L","2-6, 2-6","0","2"
"2014","Beijing Masters 500","F","Tomas Berdych","Novak Djokovic","L","0-6, 2-6","0","2"
"2013","Wimbledon","Q","Tomas Berdych","Novak Djokovic","L","6-7, 4-6, 3-6","0","3"
"2013","Rome Masters 1000","Q","Tomas Berdych","Novak Djokovic","W","2-6, 7-5, 6-4","2","1"
"2013","Dubai Masters 500","F","Tomas Berdych","Novak Djokovic","L","5-7, 3-6","0","2"
"2013","Australian Open","Q","Tomas Berdych","Novak Djokovic","L","1-6, 6-4, 1-6, 4-6","1","3"
"2012","ATP WT Finals","RR","Tomas Berdych","Novak Djokovic","L","2-6, 6-7","0","2"
"2012","Shanghai Masters 1000","S","Tomas Berdych","Novak Djokovic","L","3-6, 4-6","0","2"
"2012","Monte Carlo Masters 1000","S","Tomas Berdych","Novak Djokovic","L","6-4, 3-6, 2-6","1","2"
"2011","ATP WT Finals","RR","Tomas Berdych","Novak Djokovic","L","6-3, 3-6, 6-7","1","2"
"2011","Cincinnati Masters 1000","S","Tomas Berdych","Novak Djokovic","L","5-7 RET","0","1"
"2011","Dubai Masters 500","S","Tomas Berdych","Novak Djokovic","L","7-6, 2-6, 2-4 RET","1","2"
"2011","Australian Open","Q","Tomas Berdych","Novak Djokovic","L","1-6, 6-7, 1-6","0","3"
"2010","ATP WT Finals","RR","Tomas Berdych","Novak Djokovic","L","3-6, 3-6","0","2"
"2010","Wimbledon","S","Tomas Berdych","Novak Djokovic","W","6-3, 7-6(9), 6-3","3","0"
"2009","Miami Masters 1000","R16","Tomas Berdych","Novak Djokovic","L","3-6, 2-6","0","2"
"2008","Bangkok Masters 250","S","Tomas Berdych","Novak Djokovic","L","5-7, 1-6","0","2"
"2016","Australian Open","Q","Tomas Berdych","Roger Federer","L","6-7, 2-6, 4-6","0","3"
"2015","ATP WT Finals","RR","Tomas Berdych","Roger Federer","L","4-6, 2-6","0","2"
"2015","Rome Masters 1000","Q","Tomas Berdych","Roger Federer","L","3-6, 3-6","0","2"
"2015","Indian Wells Masters 1000","Q","Tomas Berdych","Roger Federer","L","4-6, 0-6","0","2"
"2014","Dubai Masters 500","F","Tomas Berdych","Roger Federer","L","6-3, 4-6, 3-6","1","2"
"2013","Dubai Masters 500","S","Tomas Berdych","Roger Federer","W","3-6, 7-6(8), 6-4","2","1"
"2012","US Open","Q","Tomas Berdych","Roger Federer","W","7-6(1), 6-4, 3-6, 6-3","3","1"
"2012","Madrid Masters 1000","F","Tomas Berdych","Roger Federer","L","6-3, 5-7, 5-7","1","2"
"2011","Paris Masters 1000","S","Tomas Berdych","Roger Federer","L","4-6, 3-6","0","2"
"2011","Cincinnati Masters 1000","Q","Tomas Berdych","Roger Federer","W","6-2, 7-6(3)","2","0"
"2010","Toronto Masters 1000","Q","Tomas Berdych","Roger Federer","L","3-6, 7-5, 6-7","1","2"
"2010","Wimbledon","Q","Tomas Berdych","Roger Federer","W","6-4, 3-6, 6-1, 6-4","3","1"
"2010","Miami Masters 1000","R16","Tomas Berdych","Roger Federer","W","6-4, 6-7(3), 7-6(6)","2","1"
"2009","Australian Open","R16","Tomas Berdych","Roger Federer","L","6-4, 7-6, 4-6, 4-6, 2-6","2","3"
"2008","Australian Open","R16","Tomas Berdych","Roger Federer","L","4-6, 6-7, 3-6","0","3"
"2006","Wimbledon","R16","Tomas Berdych","Roger Federer","L","3-6, 3-6, 4-6","0","3"
"2006","Halle Masters 250","F","Tomas Berdych","Roger Federer","L","0-6, 7-6, 2-6","1","2"
"2006","Roland Garros","R16","Tomas Berdych","Roger Federer","L","3-6, 2-6, 3-6","0","3"
"2005","Hamburg Masters 1000","R32","Tomas Berdych","Roger Federer","L","2-6, 1-6","0","2"
"2016","Madrid Masters 1000","Q","Tomas Berdych","Andy Murray","L","3-6, 2-6","0","2"
"2015","Shanghai Masters 1000","Q","Tomas Berdych","Andy Murray","L","1-6, 3-6","0","2"
"2015","Miami Masters 1000","S","Tomas Berdych","Andy Murray","L","4-6, 4-6","0","2"
"2015","Australian Open","S","Tomas Berdych","Andy Murray","L","7-6, 0-6, 3-6, 5-7","1","3"
"2013","Cincinnati Masters 1000","Q","Tomas Berdych","Andy Murray","W","6-3, 6-4","2","0"
"2013","Madrid Masters 1000","Q","Tomas Berdych","Andy Murray","W","7-6(3), 6-4","2","0"
"2012","ATP WT Finals","RR","Tomas Berdych","Andy Murray","L","6-3, 3-6, 4-6","1","2"
"2012","US Open","S","Tomas Berdych","Andy Murray","L","7-5, 2-6, 1-6, 6-7","1","3"
"2012","Monte Carlo Masters 1000","Q","Tomas Berdych","Andy Murray","W","6-7(4), 6-2, 6-3","2","1"
"2012","Dubai Masters 500","Q","Tomas Berdych","Andy Murray","L","3-6, 5-7","0","2"
"2011","Paris Masters 1000","Q","Tomas Berdych","Andy Murray","W","4-6, 7-6(5), 6-4","2","1"
"2010","Roland Garros","R16","Tomas Berdych","Andy Murray","W","6-4, 7-5, 6-3","3","0"
"2006","Adelaide Masters 250","R16","Tomas Berdych","Andy Murray","W","7-6(2), 4-6, 6-1","2","1"
"2005","Basel Masters 250","R16","Tomas Berdych","Andy Murray","L","4-6, 6-2, 4-6","1","2"
"2015","Rotterdam Masters 500","F","Tomas Berdych","Stan Wawrinka","L","6-4, 3-6, 4-6","1","2"
"2014","ATP WT Finals","RR","Tomas Berdych","Stan Wawrinka","L","1-6, 1-6","0","2"
"2014","Australian Open","S","Tomas Berdych","Stan Wawrinka","L","3-6, 7-6, 6-7, 6-7","1","3"
"2013","ATP WT Finals","RR","Tomas Berdych","Stan Wawrinka","L","3-6, 7-6, 3-6","1","2"
"2013","US Open","R16","Tomas Berdych","Stan Wawrinka","L","6-3, 1-6, 6-7, 2-6","1","3"
"2013","Madrid Masters 1000","S","Tomas Berdych","Stan Wawrinka","L","3-6, 6-4, 4-6","1","2"
"2011","Indian Wells Masters 1000","R16","Tomas Berdych","Stan Wawrinka","L","6-3, 4-6, 4-6","1","2"
"2011","Chennai Masters 250","S","Tomas Berdych","Stan Wawrinka","L","4-6, 1-6","0","2"
"2010","Rome Masters 1000","R32","Tomas Berdych","Stan Wawrinka","L","6-2, 3-6, 6-7","1","2"
"2009","Australian Open","R32","Tomas Berdych","Stan Wawrinka","W","4-6, 6-1, 6-3, 6-4","3","1"
"2008","Paris Masters 1000","R32","Tomas Berdych","Stan Wawrinka","W","6-3, 7-5","2","0"
"2008","Indian Wells Masters 1000","R64","Tomas Berdych","Stan Wawrinka","L","6-2, 6-7, 4-6","1","2"
"2007","Basel Masters 250","R16","Tomas Berdych","Stan Wawrinka","W","7-5, 6-4","2","0"
"2005","Rome Masters 1000","R64","Tomas Berdych","Stan Wawrinka","L","1-6, 4-6","0","2"
"2015","Madrid Masters 1000","S","Tomas Berdych","Rafael Nadal","L","6-7, 1-6","0","2"
"2015","Australian Open","Q","Tomas Berdych","Rafael Nadal","W","6-2, 6-0, 7-6(5)","3","0"
"2014","Madrid Masters 1000","Q","Tomas Berdych","Rafael Nadal","L","4-6, 2-6","0","2"
"2014","Miami Masters 1000","S","Tomas Berdych","Rafael Nadal","L","WO","0","0"
"2013","ATP WT Finals","RR","Tomas Berdych","Rafael Nadal","L","4-6, 6-1, 3-6","1","2"
"2013","Beijing Masters 500","S","Tomas Berdych","Rafael Nadal","L","2-4 RET","0","1"
"2013","Cincinnati Masters 1000","S","Tomas Berdych","Rafael Nadal","L","5-7, 6-7","0","2"
"2013","Rome Masters 1000","S","Tomas Berdych","Rafael Nadal","L","2-6, 4-6","0","2"
"2013","Indian Wells Masters 1000","S","Tomas Berdych","Rafael Nadal","L","4-6, 5-7","0","2"
"2012","Rome Masters 1000","Q","Tomas Berdych","Rafael Nadal","L","4-6, 5-7","0","2"
"2012","Australian Open","Q","Tomas Berdych","Rafael Nadal","L","7-6, 6-7, 4-6, 3-6","1","3"
"2011","Miami Masters 1000","Q","Tomas Berdych","Rafael Nadal","L","2-6, 6-3, 3-6","1","2"
"2010","ATP WT Finals","RR","Tomas Berdych","Rafael Nadal","L","6-7, 1-6","0","2"
"2010","Wimbledon","F","Tomas Berdych","Rafael Nadal","L","3-6, 5-7, 4-6","0","3"
"2010","Indian Wells Masters 1000","Q","Tomas Berdych","Rafael Nadal","L","4-6, 6-7","0","2"
"2009","Cincinnati Masters 1000","Q","Tomas Berdych","Rafael Nadal","L","4-6, 5-7","0","2"
"2008","Miami Masters 1000","S","Tomas Berdych","Rafael Nadal","L","6-7, 2-6","0","2"
"2007","Wimbledon","Q","Tomas Berdych","Rafael Nadal","L","6-7, 4-6, 2-6","0","3"
"2007","Monte Carlo Masters 1000","S","Tomas Berdych","Rafael Nadal","L","0-6, 5-7","0","2"
"2006","Madrid Masters 1000","Q","Tomas Berdych","Rafael Nadal","W","6-3, 7-6(6)","2","0"
"2006","Toronto Masters 1000","R16","Tomas Berdych","Rafael Nadal","W","6-1, 3-6, 6-2","2","1"
"2005","Cincinnati Masters 1000","R64","Tomas Berdych","Rafael Nadal","W","6-7, 6-2, 7-6","2","1"
"2005","Bastad Masters 250","F","Tomas Berdych","Rafael Nadal","L","6-2, 2-6, 4-6","1","2"
"2015","ATP WT Finals","RR","Tomas Berdych","Kei Nishikori","L","5-7, 6-3, 3-6","1","2"
"2012","Tokyo Masters 500","Q","Tomas Berdych","Kei Nishikori","L","5-7, 4-6","0","2"
"2012","Monte Carlo Masters 1000","R16","Tomas Berdych","Kei Nishikori","W","2-6, 6-2, 6-4","2","1"
